year_month,min_gload_mw,q1_gload_mw,q2_gload_mw,q3_gload_mw,max_gload_mw,avg_co2_mass_tons_hr,avg_so2_mass_lbs_hr,avg_nox_mass_lbs_hr
2001-01,0.0,0.0,0.0,0.0,50.0,3.63,0.04,1.18
2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-04,0.0,0.0,0.0,48.0,51.0,0.09,0.0,0.02
2001-05,0.0,0.0,0.0,47.0,49.0,0.09,0.0,0.02
2001-06,0.0,0.0,0.0,0.0,47.0,0.01,0.0,0.0
2001-07,0.0,0.0,0.0,45.0,48.0,7.91,0.08,1.78
2001-08,0.0,0.0,0.0,46.0,48.0,9.61,0.1,1.98
2001-09,0.0,0.0,0.0,46.0,49.0,8.14,0.08,1.88
2001-10,0.0,0.0,0.0,47.0,49.0,11.57,0.12,3.06
2001-11,0.0,0.0,0.0,47.0,51.0,7.67,0.08,2.16
2001-12,0.0,0.0,0.0,0.0,51.0,4.69,0.05,1.36
2002-01,0.0,0.0,0.0,49.0,51.0,8.77,0.09,2.33
2002-02,0.0,0.0,0.0,49.0,51.0,12.34,0.12,3.47
2002-03,0.0,0.0,0.0,49.0,51.0,11.91,0.12,3.28
2002-04,0.0,0.0,0.0,45.0,50.0,7.21,0.07,1.96
2002-05,0.0,0.0,0.0,48.0,50.0,11.69,0.12,2.93
2002-06,0.0,0.0,0.0,46.0,49.0,8.55,0.09,2.03
2002-07,0.0,0.0,0.0,0.0,48.0,3.4,0.03,0.88
2002-08,0.0,0.0,0.0,46.0,48.0,9.91,0.1,2.44
2002-09,0.0,0.0,0.0,46.0,48.0,9.0,0.09,2.32
2002-10,0.0,0.0,0.0,46.0,49.0,7.87,0.08,2.04
2002-11,0.0,0.0,0.0,47.0,50.0,8.88,0.09,2.46
2002-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-01,0.0,0.0,0.0,0.0,49.0,4.11,0.04,1.05
2003-02,0.0,0.0,1.0,49.0,50.0,12.17,0.12,3.08
2003-03,0.0,0.0,0.0,48.0,50.0,11.08,0.11,2.74
2003-04,0.0,0.0,0.0,48.0,50.0,9.32,0.09,2.71
2003-05,0.0,0.0,0.0,33.25,49.0,6.94,0.07,1.97
2003-06,0.0,0.0,0.0,47.0,48.0,8.6,0.09,2.22
2003-07,0.0,0.0,0.0,0.0,47.0,5.38,0.05,1.18
2003-08,0.0,0.0,0.0,32.0,47.0,6.52,0.07,1.82
2003-09,0.0,0.0,0.0,44.0,47.0,8.15,0.08,2.42
2003-10,0.0,0.0,0.0,34.25,48.0,7.22,0.07,2.23
2003-11,0.0,0.0,0.0,0.0,49.0,2.81,0.03,1.06
2003-12,0.0,0.0,0.0,0.0,49.0,2.61,0.03,0.86
2004-01,0.0,0.0,0.0,0.0,49.0,2.47,0.02,0.92
2004-02,0.0,0.0,0.0,0.0,50.0,3.45,0.03,1.27
2004-03,0.0,0.0,0.0,0.0,49.0,3.94,0.04,1.2
2004-04,0.0,0.0,0.0,29.0,48.0,5.73,0.06,1.81
2004-05,0.0,0.0,0.0,0.0,47.0,1.61,0.02,0.48
2004-06,0.0,0.0,0.0,0.0,47.0,3.72,0.04,1.17
2004-07,0.0,0.0,0.0,0.0,47.0,5.64,0.06,1.62
2004-08,0.0,0.0,0.0,25.25,46.0,6.48,0.07,1.79
2004-09,0.0,0.0,0.0,0.0,47.0,4.48,0.05,1.33
2004-10,0.0,0.0,0.0,21.25,48.0,6.46,0.07,1.95
2004-11,0.0,0.0,0.0,0.0,49.0,1.06,0.01,0.35
2004-12,0.0,0.0,0.0,0.0,17.0,0.06,0.0,0.11
2005-01,0.0,0.0,0.0,0.0,21.0,0.03,0.0,0.02
2005-02,0.0,0.0,0.0,0.0,49.0,2.81,0.03,0.93
2005-03,0.0,0.0,0.0,0.0,49.0,5.22,0.05,1.84
2005-04,0.0,0.0,0.0,31.0,48.0,7.12,0.07,2.37
2005-05,0.0,0.0,0.0,0.0,47.0,2.74,0.03,0.81
2005-06,0.0,0.0,0.0,0.0,47.0,3.76,0.04,1.18
2005-07,0.0,0.0,0.0,33.25,46.0,7.38,0.07,2.13
2005-08,0.0,0.0,0.0,20.0,46.0,6.39,0.06,1.73
2005-09,0.0,0.0,0.0,0.0,47.0,5.46,0.06,1.44
2005-10,0.0,0.0,0.0,0.0,48.0,3.37,0.03,1.25
