year_month,min_gload_mw,q1_gload_mw,q2_gload_mw,q3_gload_mw,max_gload_mw,avg_co2_mass_tons_hr,avg_so2_mass_lbs_hr,avg_nox_mass_lbs_hr
2001-01,263.0,517.0,613.0,928.0,1118.0,409.25,4.13,139.82
2001-02,30.0,393.5,594.0,860.0,1121.0,359.61,3.63,118.87
2001-03,336.0,666.25,966.5,1060.0,1128.0,508.78,5.14,142.69
2001-04,314.0,618.5,873.5,1050.5,1137.0,477.81,4.82,113.2
2001-05,0.0,704.25,934.0,1029.0,1137.0,498.58,5.03,90.94
2001-06,42.0,487.0,681.5,881.75,1186.0,430.97,4.35,50.92
2001-07,384.0,713.0,936.0,1085.5,1244.0,592.2,5.98,121.09
2001-08,246.0,562.0,837.0,1080.25,1263.0,551.39,5.57,156.74
2001-09,262.0,497.75,848.0,954.0,1259.0,516.34,5.21,62.07
2001-10,138.0,427.0,543.5,845.0,1107.0,348.27,3.52,49.41
2001-11,131.0,299.0,460.5,705.0,960.0,294.49,2.97,88.42
2001-12,131.0,212.0,320.0,449.0,1003.0,218.96,2.21,38.14
2002-01,131.0,233.0,397.0,559.5,1018.0,264.99,2.68,124.51
2002-02,131.0,333.0,443.0,624.25,951.0,266.57,2.69,19.88
2002-03,0.0,0.0,327.5,415.25,485.0,139.82,1.41,16.96
2002-04,0.0,0.0,130.0,183.25,611.0,67.25,0.68,8.08
2002-05,126.0,183.0,276.0,402.25,550.0,165.44,1.67,14.03
2002-06,130.0,204.0,342.0,478.25,1284.0,247.58,2.5,24.39
2002-07,11.0,270.0,363.5,597.75,1305.0,282.67,2.85,184.44
2002-08,10.0,142.0,260.5,372.25,1236.0,190.82,1.93,43.85
2002-09,0.0,131.0,153.0,243.25,735.0,115.69,1.17,11.35
2002-10,0.0,0.0,0.0,0.0,159.0,1.89,0.02,0.39
2002-11,0.0,0.0,0.0,0.0,176.0,2.28,0.02,0.38
2002-12,0.0,0.0,0.0,0.0,54.0,2.07,0.02,0.26
2003-01,0.0,0.0,0.0,18.25,409.0,26.88,0.27,12.99
2003-02,0.0,10.0,10.0,20.0,230.0,23.97,0.24,4.25
2003-03,10.0,10.75,44.5,141.0,659.0,62.33,0.63,38.38
2003-04,0.0,0.0,0.0,131.0,662.0,55.88,0.56,20.28
2003-05,0.0,0.0,0.0,0.0,160.0,5.72,0.06,23.85
2003-06,0.0,0.0,0.0,56.5,632.0,48.02,0.48,130.64
2003-07,20.0,256.5,402.0,598.0,1104.0,271.91,2.75,27.19
2003-08,0.0,146.0,279.0,447.0,669.0,186.31,1.88,11.88
2003-09,0.0,0.0,262.0,355.0,977.0,157.74,1.59,17.96
2003-10,0.0,0.0,30.0,152.0,798.0,71.92,0.73,16.29
2003-11,0.0,0.0,0.0,0.0,402.0,9.89,0.1,0.5
2003-12,0.0,0.0,0.0,0.0,125.0,3.09,0.03,6.24
2004-01,0.0,0.0,0.0,0.0,164.0,4.22,0.04,0.38
2004-02,0.0,0.0,132.0,153.0,537.0,66.31,0.67,59.61
2004-03,130.0,132.0,150.0,212.0,691.0,126.43,1.28,18.8
