year_month,min_gload_mw,q1_gload_mw,q2_gload_mw,q3_gload_mw,max_gload_mw,avg_co2_mass_tons_hr,avg_so2_mass_lbs_hr,avg_nox_mass_lbs_hr
2001-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-12,0.0,0.0,0.0,0.0,30.0,0.94,0.03,0.55
2002-01,0.0,0.0,0.0,0.0,29.0,0.99,0.03,0.24
2002-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-03,0.0,0.0,0.0,28.0,31.0,9.7,0.34,1.75
2002-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-05,0.0,0.0,0.0,0.0,28.0,0.98,0.03,0.21
2002-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07,0.0,0.0,0.0,0.0,24.0,0.37,0.01,0.08
2002-08,0.0,0.0,0.0,0.0,25.0,0.73,0.03,0.14
2002-09,0.0,0.0,0.0,0.0,25.0,0.08,0.0,0.02
2002-10,0.0,0.0,0.0,0.0,25.0,0.26,0.01,0.06
2002-11,0.0,0.0,0.0,0.0,26.0,0.18,0.01,0.01
2002-12,0.0,0.0,0.0,0.0,29.0,0.26,0.01,0.04
2003-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-02,0.0,0.0,0.0,0.0,29.0,0.08,0.0,0.02
2003-03,0.0,0.0,0.0,0.0,27.0,0.06,0.0,0.01
2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05,0.0,0.0,0.0,0.0,25.0,0.12,0.0,0.02
2003-06,0.0,0.0,0.0,0.0,24.0,0.31,0.01,0.06
2003-07,0.0,0.0,0.0,0.0,25.0,2.14,0.07,0.4
2003-08,0.0,0.0,0.0,0.0,25.0,0.16,0.01,0.03
2003-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-11,0.0,0.0,0.0,0.0,28.0,0.1,0.0,0.01
2003-12,0.0,0.0,0.0,0.0,28.0,0.25,0.01,0.04
2004-01,0.0,0.0,0.0,0.0,29.0,0.14,0.0,0.06
2004-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04,0.0,0.0,0.0,0.0,25.0,0.13,0.0,0.02
2004-05,0.0,0.0,0.0,0.0,25.0,0.04,0.0,0.0
2004-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-07,0.0,0.0,0.0,0.0,25.0,0.97,0.03,0.17
2004-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11,0.0,0.0,0.0,0.0,26.0,0.03,0.0,0.01
2004-12,0.0,0.0,0.0,0.0,28.0,0.29,0.01,0.07
2005-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03,0.0,0.0,0.0,0.0,24.0,0.03,0.0,0.01
2005-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05,0.0,0.0,0.0,0.0,24.0,0.17,0.01,0.04
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07,0.0,0.0,0.0,0.0,24.0,0.36,0.01,0.06
2005-08,0.0,0.0,0.0,0.0,25.0,0.16,0.01,0.12
2005-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11,0.0,0.0,0.0,0.0,30.0,0.81,0.03,0.15
2005-12,0.0,0.0,0.0,0.0,30.0,0.17,0.01,0.05
2006-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02,0.0,0.0,0.0,0.0,28.0,0.09,0.0,0.02
2006-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05,0.0,0.0,0.0,0.0,24.0,0.37,0.01,0.13
2006-06,0.0,0.0,0.0,0.0,24.0,0.73,0.03,0.13
2006-07,0.0,0.0,0.0,0.0,25.0,4.07,0.14,0.7
2006-08,0.0,0.0,0.0,0.0,24.0,0.56,0.02,0.11
2006-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10,0.0,0.0,0.0,0.0,29.0,0.12,0.0,0.02
2006-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12,0.0,0.0,0.0,0.0,28.0,0.23,0.01,0.04
2007-01,0.0,0.0,0.0,0.0,31.0,0.43,0.01,0.08
2007-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

