year_month,min_gload_mw,q1_gload_mw,q2_gload_mw,q3_gload_mw,max_gload_mw,avg_co2_mass_tons_hr,avg_so2_mass_lbs_hr,avg_nox_mass_lbs_hr
2001-01,156.0,164.0,165.0,166.0,170.0,103.04,1.04,27.77
2001-02,154.0,162.0,165.0,167.0,172.0,102.73,1.04,27.61
2001-03,0.0,157.0,160.0,163.0,169.0,99.29,1.0,26.97
2001-04,0.0,0.0,155.0,161.0,170.0,66.69,0.67,18.77
2001-05,88.0,157.0,160.0,163.0,172.0,97.82,0.99,26.34
2001-06,95.0,156.0,158.0,160.0,166.0,97.46,0.98,26.42
2001-07,0.0,150.0,153.0,156.0,160.0,93.55,0.94,25.24
2001-08,107.0,149.0,152.0,155.0,162.0,95.33,0.96,25.67
2001-09,125.0,152.0,155.0,157.0,166.0,96.67,0.98,26.02
2001-10,0.0,156.0,159.0,163.0,169.0,89.46,0.9,24.24
2001-11,94.0,160.0,166.0,170.0,176.0,99.35,1.0,26.24
2001-12,113.0,165.0,169.0,171.0,175.0,102.36,1.03,25.91
2002-01,125.0,141.0,166.0,170.0,179.0,98.77,1.0,25.07
2002-02,109.0,165.0,169.0,173.0,178.0,103.07,1.04,26.05
2002-03,0.0,159.0,168.0,172.0,178.0,85.94,0.87,22.74
2002-04,0.0,0.0,0.0,158.0,174.0,32.37,0.33,8.11
2002-05,0.0,0.0,0.0,0.0,169.0,18.6,0.19,6.16
2002-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07,0.0,0.0,0.0,150.0,166.0,39.61,0.4,10.79
2002-08,0.0,74.0,80.0,154.0,165.0,67.64,0.68,16.94
2002-09,0.0,80.0,152.0,158.0,167.0,76.51,0.77,19.6
2002-10,0.0,80.0,153.0,162.0,179.0,81.21,0.82,20.6
2002-11,0.0,85.0,163.0,172.0,178.0,83.4,0.84,21.32
2002-12,0.0,88.0,163.0,170.0,176.0,84.6,0.85,21.58
2003-01,0.0,80.0,164.0,169.0,173.0,77.77,0.79,20.28
2003-02,0.0,162.0,166.0,170.0,177.0,92.88,0.94,24.12
2003-03,0.0,0.0,156.0,162.0,172.0,64.46,0.65,16.98
2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-07,0.0,0.0,0.0,245.0,345.0,48.54,0.49,16.11
2003-08,0.0,252.0,391.0,404.0,422.0,159.93,1.61,44.93
2003-09,0.0,389.75,405.0,416.0,432.0,178.16,1.8,48.01
2003-10,0.0,161.0,405.0,421.0,444.0,157.21,1.59,45.97
2003-11,0.0,165.0,169.0,262.0,454.0,110.11,1.11,33.49
2003-12,0.0,0.0,0.0,173.0,466.0,54.72,0.55,20.47
2004-01,0.0,167.0,172.0,178.0,478.0,115.41,1.17,36.97
2004-02,0.0,165.0,168.0,170.0,175.0,99.64,1.01,26.95
2004-03,0.0,0.0,87.0,164.0,172.0,51.99,0.52,14.21
2004-04,0.0,0.0,7.0,162.0,170.0,48.42,0.49,13.99
2004-05,0.0,85.0,159.0,162.0,171.0,76.96,0.78,20.49
2004-06,0.0,0.0,101.0,154.0,166.0,49.4,0.5,13.21
2004-07,0.0,147.0,151.0,154.0,162.0,81.71,0.82,21.43
2004-08,0.0,148.0,152.0,155.0,160.0,93.47,0.94,25.23
2004-09,0.0,155.0,395.0,408.0,430.0,144.9,1.46,42.34
2004-10,164.0,335.0,405.0,418.0,438.0,175.07,1.77,47.38
2004-11,152.0,420.0,429.0,436.0,457.0,200.97,2.03,54.64
2004-12,0.0,208.75,416.0,433.0,458.0,164.01,1.66,46.51
2005-01,0.0,164.0,409.0,456.0,471.0,148.38,1.5,39.14
2005-02,123.0,426.0,437.0,448.0,471.0,200.57,2.03,52.82
2005-03,85.0,407.0,420.0,432.0,455.0,194.38,1.96,52.7
2005-04,0.0,260.0,410.0,424.25,456.0,155.57,1.57,40.98
2005-05,0.0,0.0,0.0,0.0,264.0,6.32,0.06,4.44
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07,0.0,0.0,335.0,401.0,435.0,119.05,1.2,32.71
2005-08,85.0,392.0,408.0,418.0,441.0,191.73,1.94,48.69
2005-09,259.0,395.0,409.0,417.0,438.0,193.63,1.95,48.51
2005-10,121.0,390.75,414.0,424.0,457.0,191.78,1.94,49.26
2005-11,75.0,168.0,433.5,446.25,476.0,173.91,1.76,46.06
2005-12,0.0,165.0,460.5,479.0,490.0,173.07,1.75,39.21
2006-01,0.0,0.0,0.0,165.0,278.0,29.02,0.29,9.8
2006-02,0.0,168.0,280.5,443.0,490.0,136.91,1.38,35.88
2006-03,0.0,169.0,272.0,431.0,452.0,140.9,1.42,37.66
2006-04,0.0,0.0,0.0,0.0,149.0,1.32,0.01,3.17
2006-05,0.0,0.0,0.0,0.0,418.0,21.89,0.22,7.63
2006-06,0.0,0.0,0.0,186.0,422.0,46.59,0.47,13.32
2006-07,103.0,367.0,413.0,424.0,444.0,191.12,1.93,44.91
2006-08,239.0,400.0,416.0,427.0,457.0,199.48,2.01,47.21
2006-09,187.0,413.75,431.0,441.0,466.0,197.83,2.0,45.23
2006-10,312.0,436.0,444.0,454.0,481.0,216.99,2.19,49.48
2006-11,0.0,248.5,418.5,446.0,488.0,160.47,1.62,40.53
2006-12,175.0,439.0,453.0,473.0,484.0,216.36,2.18,51.17
2007-01,170.0,376.0,441.0,467.0,495.0,200.07,2.02,50.88
2007-02,78.0,423.0,436.0,445.0,481.0,204.94,2.07,50.45
2007-03,0.0,0.0,0.0,227.0,469.0,40.87,0.41,10.97
2007-04,0.0,0.0,0.0,0.0,171.0,15.15,0.15,4.64
2007-05,0.0,0.0,0.0,0.0,422.0,31.41,0.32,11.02
2007-06,0.0,0.0,155.5,399.0,439.0,94.43,0.95,24.68
2007-07,238.0,340.0,395.0,408.0,434.0,185.69,1.87,44.25
2007-08,95.0,400.0,412.0,419.0,447.0,194.57,1.96,46.32
2007-09,109.0,400.0,418.0,428.0,456.0,200.11,2.02,46.57
2007-10,157.0,423.0,434.0,445.0,471.0,209.17,2.11,48.52
2007-11,91.0,433.0,452.0,461.0,472.0,207.89,2.1,48.17
2007-12,245.0,435.0,447.0,459.0,471.0,214.78,2.17,49.96
2008-01,103.0,437.0,451.0,462.0,477.0,209.27,2.11,48.39
2008-02,321.0,426.0,436.0,443.0,461.0,211.76,2.14,51.32
2008-03,102.0,406.0,425.0,433.25,453.0,192.31,1.94,49.16
2008-04,0.0,160.0,227.5,314.25,445.0,122.46,1.24,33.13
2008-05,0.0,0.0,0.0,135.25,449.0,48.23,0.49,13.49
2008-06,0.0,0.0,0.0,0.0,251.0,2.44,0.02,2.28
2008-07,0.0,0.0,245.0,387.25,437.0,96.98,0.98,25.41
2008-08,218.0,376.0,407.0,418.0,446.0,192.37,1.94,45.19
2008-09,85.0,392.75,418.0,431.0,464.0,195.66,1.98,45.9
2008-10,156.0,405.0,430.0,443.0,471.0,203.38,2.05,47.77
2008-11,93.0,322.0,420.0,439.0,475.0,190.18,1.92,45.74
2008-12,95.0,380.0,443.0,467.25,492.0,206.76,2.09,48.91
2009-01,0.0,123.25,328.5,437.0,481.0,142.0,1.43,36.45
2009-02,85.0,420.0,443.0,461.0,476.0,209.09,2.11,50.51
2009-03,0.0,161.0,385.0,438.0,485.0,148.17,1.5,37.53
2009-04,0.0,0.0,0.0,90.0,469.0,42.18,0.43,12.96
2009-05,0.0,0.0,0.0,0.0,275.0,7.84,0.08,3.87
2009-06,0.0,0.0,0.0,0.0,302.0,5.54,0.06,2.98
2009-07,0.0,355.5,396.0,413.0,440.0,177.64,1.8,41.8
2009-08,225.0,390.0,418.0,431.0,454.0,193.52,1.96,44.64
2009-09,264.0,414.75,428.0,438.0,462.0,208.07,2.11,48.48
2009-10,157.0,417.0,444.0,454.0,474.0,200.61,2.02,48.39
2009-11,113.0,392.5,437.0,455.25,472.0,194.33,1.96,50.59
2009-12,180.0,438.0,447.0,470.0,493.0,218.42,2.21,55.24
2010-01,89.0,308.75,430.0,441.0,467.0,184.16,1.86,50.0
2010-02,162.0,427.0,433.0,445.0,478.0,207.29,2.09,53.18
2010-03,157.0,423.0,441.0,453.0,477.0,209.45,2.11,50.58
2010-04,0.0,361.75,416.0,439.0,465.0,173.81,1.75,43.71
2010-05,0.0,0.0,0.0,424.0,467.0,82.34,0.83,21.67
2010-06,0.0,0.0,0.0,0.0,157.0,1.73,0.02,1.09
2010-07,0.0,85.0,321.5,409.0,439.0,134.92,1.36,37.96
2010-08,37.0,344.75,412.0,425.0,454.0,187.21,1.89,47.61
2010-09,85.0,377.0,414.0,432.0,455.0,191.67,1.94,46.37
2010-10,85.0,232.75,423.5,446.0,471.0,175.72,1.77,44.53
2010-11,85.0,359.5,435.0,465.0,494.0,194.04,1.96,48.05
2010-12,0.0,164.0,301.0,439.0,477.0,144.66,1.46,38.81
2011-01,0.0,0.0,0.0,441.25,490.0,78.59,0.79,20.29
2011-02,0.0,0.0,0.0,0.0,465.0,26.18,0.26,8.34
2011-03,0.0,0.0,0.0,0.0,165.0,1.58,0.02,0.82
2011-04,0.0,0.0,0.0,0.0,301.0,18.07,0.18,7.71
2011-05,0.0,0.0,0.0,0.0,300.0,2.64,0.03,1.47
2011-06,0.0,0.0,0.0,0.0,250.0,0.84,0.01,1.19
2011-07,0.0,0.0,0.0,0.0,282.0,16.28,0.16,5.99
2011-08,0.0,89.0,161.0,353.5,458.0,91.12,0.92,28.81
2011-09,0.0,222.5,342.0,422.0,460.0,147.58,1.49,40.27
2011-10,0.0,0.0,0.0,169.0,490.0,50.9,0.51,15.42
2011-11,0.0,268.0,400.0,454.0,496.0,165.41,1.67,43.95
2011-12,0.0,381.75,462.0,487.0,501.0,195.43,1.97,47.86
2012-01,178.0,408.0,450.0,474.0,504.0,209.26,2.11,51.36
2012-02,0.0,386.0,452.0,470.0,491.0,197.18,1.99,57.93
2012-03,0.0,0.0,169.0,403.25,483.0,105.68,1.07,28.63
2012-04,0.0,0.0,0.0,0.0,295.0,6.91,0.07,3.71
2012-05,0.0,0.0,0.0,0.0,170.0,2.23,0.02,1.9
2012-06,0.0,0.0,0.0,0.0,269.0,2.52,0.03,4.44
2012-07,0.0,0.0,0.0,232.25,439.0,61.3,0.62,20.97
2012-08,0.0,138.0,303.5,410.0,468.0,140.83,1.42,39.17
2012-09,234.0,403.0,436.5,460.0,503.0,197.76,2.0,47.47
2012-10,148.0,389.75,468.0,485.0,509.0,189.66,1.91,47.11
2012-11,143.0,196.0,370.0,474.0,507.0,150.67,1.52,40.71
