year_month,min_gload_mw,q1_gload_mw,q2_gload_mw,q3_gload_mw,max_gload_mw,avg_co2_mass_tons_hr,avg_so2_mass_lbs_hr,avg_nox_mass_lbs_hr
2002-07,0.0,0.0,0.0,0.0,188.0,2.32,0.02,0.56
2002-08,0.0,240.0,270.0,315.25,417.0,174.15,1.76,48.91
2002-09,117.0,309.75,334.0,344.0,364.0,200.58,2.03,57.52
2002-10,0.0,177.0,320.0,351.0,419.0,162.3,1.64,46.13
2002-11,0.0,100.0,268.5,330.0,368.0,136.59,1.38,39.57
2002-12,211.0,344.0,361.0,368.0,425.0,216.38,2.18,59.99
2003-01,232.0,350.0,365.0,375.0,405.0,219.54,2.22,61.13
2003-02,0.0,0.0,0.0,0.0,354.0,9.64,0.1,3.21
2003-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04,0.0,0.0,0.0,0.0,182.0,1.83,0.02,1.19
2003-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-06,0.0,0.0,0.0,165.0,346.0,56.66,0.57,16.6
2003-07,117.0,339.0,350.5,362.0,379.0,212.96,2.15,58.84
2003-08,276.0,341.0,346.0,369.0,414.0,218.61,2.21,59.21
2003-09,242.0,344.0,350.0,365.0,382.0,217.34,2.19,57.29
2003-10,0.0,169.0,346.0,354.0,381.0,168.12,1.7,45.42
2003-11,0.0,299.0,349.0,363.0,403.0,190.14,1.92,48.31
2003-12,0.0,0.0,291.5,354.25,393.0,140.08,1.41,35.97
2004-01,240.0,316.75,351.5,365.0,389.0,208.94,2.11,51.98
2004-02,296.0,356.0,360.0,365.0,372.0,220.63,2.23,55.4
2004-03,0.0,246.0,350.0,358.0,374.0,174.85,1.77,45.31
2004-04,0.0,348.0,354.0,358.0,379.0,211.44,2.13,54.15
2004-05,0.0,0.0,345.0,353.0,391.0,132.99,1.34,33.68
2004-06,0.0,0.0,0.0,173.0,348.0,67.83,0.68,18.42
2004-07,0.0,328.0,347.0,371.0,381.0,192.91,1.95,49.64
2004-08,0.0,337.0,347.0,369.0,387.0,212.79,2.15,55.14
2004-09,145.0,336.0,347.0,353.0,397.0,210.23,2.12,54.27
2004-10,0.0,343.0,350.0,353.0,386.0,206.6,2.09,52.85
2004-11,242.0,352.0,358.0,366.0,411.0,221.72,2.24,56.03
2004-12,0.0,315.75,353.0,363.0,411.0,185.57,1.87,48.24
2005-01,0.0,516.0,551.0,562.0,632.0,198.43,2.0,51.9
2005-02,267.0,545.0,552.0,561.0,577.0,219.6,2.22,55.61
2005-03,212.0,538.0,545.0,549.0,601.0,212.48,2.15,54.52
2005-04,0.0,469.75,536.0,546.0,556.0,188.38,1.9,49.7
2005-05,0.0,0.0,0.0,0.0,536.0,25.8,0.26,7.84
2005-06,0.0,0.0,0.0,0.0,544.0,36.91,0.37,11.93
2005-07,0.0,0.0,478.0,513.0,557.0,132.69,1.34,36.94
2005-08,0.0,509.0,521.0,526.0,556.0,201.04,2.03,52.56
2005-09,258.0,521.0,528.0,536.0,548.0,211.13,2.13,54.76
2005-10,200.0,492.0,525.0,538.0,550.0,200.84,2.03,52.25
2005-11,182.0,538.75,548.0,554.0,573.0,222.21,2.24,56.25
2005-12,0.0,504.75,548.0,553.0,607.0,214.39,2.16,55.77
2006-01,0.0,0.0,0.0,335.5,549.0,54.45,0.55,18.52
2006-02,0.0,0.0,435.5,541.0,556.0,115.58,1.17,30.5
2006-03,0.0,261.75,530.0,537.0,569.0,164.68,1.66,42.27
2006-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06,0.0,0.0,0.0,165.5,533.0,38.96,0.39,12.29
2006-07,145.0,502.0,522.5,544.0,573.0,207.02,2.09,53.63
2006-08,396.0,536.0,552.0,561.0,576.0,226.77,2.29,57.5
2006-09,500.0,540.0,561.0,567.0,577.0,229.94,2.32,58.03
2006-10,503.0,561.0,566.0,571.0,595.0,234.67,2.37,59.24
2006-11,0.0,357.75,536.5,560.0,621.0,188.92,1.91,49.52
2006-12,366.0,555.0,561.0,578.25,621.0,239.59,2.42,60.48
2007-01,0.0,0.0,459.5,558.0,618.0,128.07,1.29,33.44
2007-02,0.0,267.0,536.0,540.25,582.0,178.29,1.8,45.76
2007-03,0.0,0.0,0.0,0.0,541.0,40.66,0.41,10.42
2007-04,0.0,0.0,0.0,338.25,538.0,59.88,0.6,18.77
