year_month,min_gload_mw,q1_gload_mw,q2_gload_mw,q3_gload_mw,max_gload_mw,avg_co2_mass_tons_hr,avg_so2_mass_lbs_hr,avg_nox_mass_lbs_hr
2001-01,0.0,328.0,333.0,336.0,348.0,198.16,2.0,52.95
2001-02,0.0,324.0,330.0,334.0,347.0,206.34,2.08,49.21
2001-03,0.0,167.0,319.0,326.0,335.0,175.0,1.77,43.19
2001-04,0.0,310.0,321.0,325.0,335.0,202.26,2.04,42.89
2001-05,0.0,159.75,307.0,319.0,335.0,163.53,1.65,37.46
2001-06,0.0,302.0,311.0,315.0,323.0,194.03,1.96,47.8
2001-07,0.0,280.0,300.0,305.0,317.0,192.44,1.94,41.05
2001-08,0.0,293.0,300.0,305.0,318.0,197.11,1.99,43.04
2001-09,168.0,300.0,307.0,312.25,327.0,204.95,2.07,43.71
2001-10,151.0,309.0,315.0,319.0,331.0,198.86,2.01,44.41
2001-11,109.0,245.0,306.5,320.0,333.0,180.65,1.82,37.07
2001-12,167.0,316.0,324.0,329.0,334.0,203.15,2.05,44.46
2002-01,98.0,220.0,283.0,322.0,334.0,172.56,1.74,35.52
2002-02,190.0,318.0,325.0,330.0,336.0,201.24,2.03,45.77
2002-03,0.0,174.0,320.0,326.0,334.0,172.35,1.74,40.72
2002-04,0.0,186.0,244.0,314.0,332.0,150.75,1.52,30.42
2002-05,0.0,0.0,116.0,156.0,323.0,68.67,0.69,18.77
2002-06,0.0,0.0,0.0,0.0,301.0,4.51,0.05,3.42
2002-07,0.0,0.0,0.0,132.0,319.0,40.82,0.41,13.33
2002-08,184.0,264.0,294.0,302.0,315.0,181.14,1.83,38.15
2002-09,157.0,295.0,303.0,309.0,326.0,188.48,1.9,39.83
2002-10,107.0,300.0,310.0,317.0,333.0,191.85,1.94,41.75
2002-11,131.0,304.0,314.0,320.0,338.0,190.65,1.92,43.72
2002-12,0.0,284.0,310.0,321.0,332.0,167.31,1.69,39.77
2003-01,158.0,304.0,316.0,324.0,332.0,194.11,1.96,43.6
2003-02,216.0,306.75,317.0,323.0,330.0,194.86,1.97,41.62
2003-03,0.0,154.0,286.0,312.0,327.0,152.44,1.54,37.19
2003-04,113.0,150.0,295.5,314.0,330.0,156.07,1.58,32.35
2003-05,0.0,147.0,151.0,290.0,318.0,125.95,1.27,24.7
2003-06,147.0,279.5,300.0,308.0,319.0,184.68,1.86,35.01
2003-07,127.0,290.0,300.0,305.0,318.0,185.98,1.88,36.6
2003-08,0.0,144.0,151.0,157.0,318.0,111.05,1.12,23.95
2003-09,225.0,292.0,304.0,309.0,323.0,189.87,1.92,38.39
2003-10,82.0,297.0,308.0,315.0,336.0,192.26,1.94,37.85
2003-11,165.0,302.0,312.0,323.0,332.0,193.86,1.96,38.81
2003-12,117.0,266.0,308.0,321.0,336.0,177.4,1.79,37.73
2004-01,0.0,283.75,308.0,320.25,335.0,182.97,1.85,44.44
2004-02,0.0,294.0,311.0,320.0,332.0,180.44,1.82,37.65
2004-03,0.0,256.0,300.0,314.0,326.0,169.14,1.71,43.77
2004-04,230.0,296.0,308.0,314.0,323.0,192.3,1.94,41.33
2004-05,0.0,151.0,297.0,307.0,325.0,150.15,1.52,35.16
2004-06,0.0,266.0,297.0,305.0,320.0,157.98,1.59,35.46
2004-07,216.0,288.0,295.0,300.0,315.0,187.9,1.9,39.83
2004-08,181.0,280.0,291.0,296.0,310.0,186.04,1.88,40.64
2004-09,224.0,295.0,303.0,307.0,318.0,191.58,1.93,42.21
2004-10,144.0,300.0,308.0,313.0,326.0,192.35,1.94,44.24
2004-11,248.0,304.0,316.0,321.0,330.0,197.33,1.99,43.4
2004-12,154.0,298.0,310.5,320.0,328.0,193.5,1.95,44.06
2005-01,170.0,300.0,316.0,321.0,334.0,195.82,1.98,44.67
2005-02,154.0,308.0,316.0,322.0,332.0,198.5,2.0,46.8
2005-03,117.0,156.0,308.0,315.0,326.0,167.25,1.69,40.47
2005-04,0.0,299.75,310.0,316.0,329.0,191.07,1.93,43.5
2005-05,0.0,113.0,144.0,152.0,315.0,87.36,0.88,26.89
2005-06,224.0,274.0,302.0,307.0,318.0,185.48,1.87,41.68
2005-07,194.0,284.0,298.0,302.0,314.0,186.77,1.89,41.0
2005-08,226.0,296.0,300.0,305.0,318.0,189.78,1.92,42.37
2005-09,134.0,297.0,307.0,313.0,323.0,186.13,1.88,42.37
2005-10,216.0,305.0,310.0,314.0,328.0,193.58,1.95,45.32
