year_month,min_gload_mw,q1_gload_mw,q2_gload_mw,q3_gload_mw,max_gload_mw,avg_co2_mass_tons_hr,avg_so2_mass_lbs_hr,avg_nox_mass_lbs_hr
2001-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09,0.0,0.0,152.0,160.0,177.0,61.64,0.62,14.96
2001-10,0.0,162.0,165.0,167.0,189.0,92.23,0.93,19.15
2001-11,0.0,0.0,162.0,166.0,191.0,67.51,0.68,14.67
2001-12,0.0,0.0,0.0,166.25,192.0,55.55,0.56,14.05
2002-01,0.0,0.0,155.5,168.0,191.0,54.18,0.55,14.16
2002-02,0.0,165.0,168.0,171.0,193.0,99.57,1.01,19.59
2002-03,0.0,163.0,166.0,171.0,192.0,90.07,0.91,18.89
2002-04,0.0,0.0,0.0,17.0,188.0,24.0,0.24,5.89
2002-05,0.0,0.0,0.0,0.0,166.0,2.3,0.02,4.84
2002-06,0.0,0.0,0.0,0.0,165.0,2.24,0.02,2.32
2002-07,0.0,0.0,0.0,0.0,175.0,18.76,0.19,7.58
2002-08,0.0,0.0,0.0,154.0,177.0,37.12,0.37,10.43
2002-09,0.0,25.75,156.0,159.0,166.0,72.11,0.73,16.49
2002-10,0.0,122.0,162.0,168.0,198.0,78.82,0.8,19.93
2002-11,0.0,0.0,165.0,170.0,193.0,72.6,0.73,17.34
2002-12,0.0,161.0,166.0,168.0,187.0,84.31,0.85,18.23
2003-01,0.0,0.0,167.0,169.0,172.0,67.63,0.68,15.7
2003-02,0.0,162.0,166.0,169.0,190.0,82.24,0.83,17.5
2003-03,0.0,0.0,159.0,164.0,170.0,55.6,0.56,11.83
2003-04,0.0,0.0,0.0,0.0,166.0,13.34,0.13,3.76
2003-05,0.0,0.0,0.0,0.0,17.0,0.21,0.0,0.7
2003-06,0.0,0.0,0.0,0.0,159.0,8.5,0.09,5.23
2003-07,0.0,152.0,157.0,165.0,178.0,94.61,0.96,19.9
2003-08,0.0,0.0,148.0,156.0,174.0,66.52,0.67,16.85
2003-09,0.0,148.0,154.0,159.0,175.0,80.32,0.81,18.66
2003-10,0.0,0.0,141.5,159.0,182.0,53.89,0.54,16.89
2003-11,0.0,160.0,164.0,167.0,190.0,85.68,0.87,19.0
2003-12,0.0,0.0,125.0,166.0,190.0,53.39,0.54,12.88
2004-01,0.0,163.0,165.0,167.0,195.0,96.67,0.98,19.46
2004-02,0.0,162.0,164.0,166.0,187.0,100.96,1.02,18.89
2004-03,0.0,0.0,157.0,163.0,168.0,64.08,0.65,15.48
2004-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2004-05,0.0,0.0,155.0,158.0,167.0,70.19,0.71,15.46
2004-06,0.0,0.0,0.0,138.0,170.0,26.53,0.27,7.82
2004-07,0.0,0.0,153.0,169.0,174.0,72.16,0.73,14.03
2004-08,0.0,148.0,152.0,167.0,173.0,77.99,0.79,18.83
2004-09,0.0,146.0,154.0,157.0,178.0,74.75,0.75,17.48
2004-10,0.0,16.75,155.0,160.0,169.0,67.18,0.68,19.08
2004-11,0.0,159.0,163.0,165.0,169.0,80.98,0.82,19.45
2004-12,0.0,0.0,162.0,167.0,268.0,65.5,0.66,16.62
2005-01,0.0,243.0,248.0,253.0,280.0,78.52,0.79,20.37
2005-02,0.0,243.0,248.0,251.0,275.0,84.28,0.85,18.4
2005-03,0.0,63.5,241.0,245.0,260.0,69.66,0.7,17.5
2005-04,0.0,0.0,234.0,242.0,251.0,60.64,0.61,16.33
2005-05,0.0,0.0,0.0,0.0,243.0,10.21,0.1,4.08
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07,0.0,0.0,216.5,233.0,259.0,49.14,0.5,14.64
2005-08,0.0,109.75,232.5,243.0,265.0,71.73,0.72,19.63
2005-09,0.0,220.75,235.0,241.0,262.0,73.77,0.74,16.33
2005-10,0.0,233.75,240.0,244.0,269.0,78.43,0.79,16.78
2005-11,0.0,241.0,246.0,249.0,277.0,83.54,0.84,18.74
2005-12,0.0,0.0,254.0,277.0,285.0,72.05,0.73,16.17
2006-01,0.0,0.0,0.0,0.0,267.0,8.64,0.09,4.31
2006-02,0.0,0.0,0.0,248.0,273.0,34.24,0.35,7.52
2006-03,0.0,0.0,0.0,94.0,271.0,24.89,0.25,6.09
2006-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2006-05,0.0,0.0,0.0,0.0,264.0,19.27,0.19,7.09
2006-06,0.0,0.0,0.0,0.0,267.0,19.59,0.2,6.8
2006-07,0.0,21.5,236.0,258.0,268.0,72.87,0.74,19.14
2006-08,0.0,150.75,235.0,241.0,268.0,74.37,0.75,17.38
2006-09,0.0,236.0,242.0,257.0,271.0,88.49,0.89,19.55
2006-10,0.0,238.0,244.0,248.0,277.0,90.58,0.91,18.43
2006-11,0.0,0.0,238.0,247.0,285.0,58.27,0.59,13.81
2006-12,0.0,245.0,249.0,253.0,283.0,92.78,0.94,18.82
2007-01,0.0,0.0,41.5,252.0,287.0,51.08,0.52,12.37
2007-02,0.0,0.0,245.0,247.0,270.0,69.36,0.7,16.68
2007-03,0.0,0.0,0.0,0.0,258.0,16.13,0.16,3.85
2007-04,0.0,0.0,0.0,30.25,274.0,22.35,0.23,11.19
2007-05,0.0,0.0,0.0,0.0,257.0,13.4,0.14,4.88
2007-06,0.0,0.0,0.0,234.0,269.0,39.4,0.4,12.39
2007-07,0.0,0.0,216.0,234.0,260.0,56.93,0.57,19.58
2007-08,0.0,227.0,238.0,248.0,267.0,83.38,0.84,21.23
2007-09,217.0,234.0,240.0,245.0,269.0,97.6,0.99,19.43
2007-10,0.0,237.0,241.0,245.0,277.0,96.35,0.97,18.75
2007-11,0.0,239.0,248.0,253.0,278.0,89.17,0.9,19.58
2007-12,0.0,242.0,246.0,249.0,277.0,91.4,0.92,20.22
2008-01,0.0,242.0,247.0,262.0,281.0,95.19,0.96,22.3
2008-02,0.0,242.0,245.0,247.0,275.0,87.51,0.88,18.6
2008-03,0.0,242.75,246.0,248.0,274.0,84.71,0.86,18.98
2008-04,0.0,241.0,245.0,249.0,277.0,94.28,0.95,20.64
2008-05,0.0,0.0,0.0,0.0,248.0,18.84,0.19,6.33
2008-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07,0.0,0.0,0.0,229.0,262.0,41.63,0.42,13.03
2008-08,0.0,221.0,233.0,240.0,266.0,78.11,0.79,18.72
2008-09,0.0,224.0,235.0,241.0,268.0,79.23,0.8,19.01
2008-10,0.0,0.0,237.0,243.0,277.0,63.88,0.65,18.19
2008-11,0.0,0.0,237.0,246.0,275.0,53.88,0.55,13.8
2008-12,0.0,241.0,248.0,256.0,284.0,83.43,0.84,20.98
2009-01,0.0,0.0,240.0,250.0,281.0,55.03,0.55,16.11
2009-02,0.0,0.0,245.0,248.0,274.0,71.39,0.71,16.34
2009-03,0.0,0.0,0.0,242.0,285.0,33.15,0.33,9.14
2009-04,0.0,0.0,0.0,0.0,270.0,15.56,0.16,6.36
2009-05,0.0,0.0,0.0,0.0,267.0,19.78,0.2,7.89
2009-06,0.0,0.0,0.0,0.0,263.0,5.76,0.06,3.19
2009-07,0.0,0.0,228.0,239.0,266.0,67.26,0.68,15.51
2009-08,191.0,229.0,236.0,245.0,263.0,96.83,0.98,21.58
2009-09,0.0,229.0,237.0,245.0,272.0,89.83,0.91,20.42
2009-10,0.0,237.0,241.0,245.0,273.0,82.84,0.84,19.62
2009-11,0.0,0.0,240.0,245.0,272.0,58.77,0.59,17.27
2009-12,0.0,244.0,249.0,253.0,282.0,82.96,0.84,20.63
2010-01,0.0,0.0,241.0,246.0,275.0,65.0,0.66,16.37
2010-02,0.0,244.0,245.0,247.0,272.0,98.45,0.99,20.36
2010-03,0.0,241.0,245.0,252.0,275.0,95.84,0.97,21.79
2010-04,0.0,236.0,246.0,267.0,276.0,86.12,0.87,22.45
2010-05,0.0,0.0,0.0,0.0,275.0,13.46,0.14,4.65
2010-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07,0.0,0.0,119.0,244.25,267.0,50.43,0.51,16.52
2010-08,0.0,231.0,244.0,253.0,268.0,83.24,0.84,22.38
2010-09,0.0,238.0,243.0,256.0,273.0,98.66,1.0,22.75
2010-10,0.0,238.0,242.0,246.0,276.0,96.62,0.98,20.82
2010-11,0.0,0.0,240.0,247.0,277.0,61.94,0.63,16.72
