year_month,min_gload_mw,q1_gload_mw,q2_gload_mw,q3_gload_mw,max_gload_mw,avg_co2_mass_tons_hr,avg_so2_mass_lbs_hr,avg_nox_mass_lbs_hr
2004-07,0.0,216.75,460.0,590.0,623.0,172.71,1.74,21.01
2004-08,0.0,309.0,458.5,546.0,628.0,197.06,1.99,23.82
2004-09,0.0,162.0,289.0,479.25,620.0,139.23,1.41,17.78
2004-10,0.0,300.0,466.0,534.25,621.0,185.6,1.87,22.52
2004-11,0.0,320.0,483.0,551.0,626.0,198.81,2.01,24.32
2004-12,0.0,238.75,324.0,466.0,620.0,163.78,1.65,20.28
2005-01,0.0,309.0,423.0,529.5,621.0,185.81,1.88,22.33
2005-02,162.0,370.5,478.0,578.0,623.0,210.07,2.12,25.35
2005-03,0.0,167.0,226.0,302.25,593.0,103.23,1.04,12.86
2005-04,0.0,315.0,460.0,556.0,632.0,188.61,1.9,22.8
2005-05,0.0,222.25,373.5,526.25,630.0,166.63,1.68,20.22
2005-06,0.0,170.75,292.0,487.0,626.0,138.94,1.4,17.65
2005-07,153.0,386.75,511.0,562.0,570.0,204.38,2.06,24.67
2005-08,0.0,196.0,411.5,566.5,622.0,166.86,1.68,20.56
2005-09,0.0,227.75,434.5,569.0,632.0,171.73,1.73,21.03
2005-10,0.0,197.0,352.0,482.25,631.0,144.65,1.46,25.57
2005-11,0.0,202.0,319.0,510.0,621.0,144.91,1.46,19.87
2005-12,0.0,242.75,393.0,503.0,632.0,168.23,1.7,21.66
2006-01,0.0,276.0,385.5,512.25,631.0,165.29,1.67,22.34
2006-02,0.0,194.75,348.5,508.25,631.0,150.03,1.51,20.61
2006-03,0.0,161.75,287.5,500.25,630.0,132.91,1.34,17.79
2006-04,0.0,0.0,182.5,393.0,620.0,100.44,1.01,21.4
2006-05,0.0,151.0,280.5,460.25,621.0,128.1,1.29,17.4
2006-06,0.0,167.0,337.5,566.25,620.0,152.04,1.53,19.42
2006-07,0.0,234.5,423.0,604.0,620.0,176.61,1.78,21.59
2006-08,0.0,255.0,438.0,598.25,619.0,180.69,1.82,21.77
2006-09,149.0,172.0,288.5,453.5,619.0,144.1,1.45,17.6
2006-10,146.0,271.0,348.0,565.25,620.0,174.26,1.76,21.27
2006-11,0.0,172.0,287.0,465.0,622.0,135.99,1.37,17.34
2006-12,165.0,369.75,442.0,560.0,632.0,199.96,2.02,24.33
2007-01,160.0,373.0,454.0,536.0,631.0,197.96,2.0,27.59
2007-02,145.0,291.0,388.5,516.5,631.0,178.75,1.8,21.64
2007-03,0.0,297.0,436.0,553.25,630.0,180.72,1.82,21.56
2007-04,0.0,303.0,442.0,557.0,621.0,186.21,1.88,21.96
2007-05,0.0,162.0,276.0,448.0,621.0,128.4,1.3,15.63
2007-06,0.0,316.0,492.0,552.0,622.0,185.01,1.87,22.05
2007-07,256.0,455.0,569.0,612.0,622.0,229.76,2.32,26.97
2007-08,86.0,402.25,545.0,571.0,621.0,216.41,2.18,25.41
2007-09,166.0,343.5,528.0,603.25,620.0,214.44,2.17,25.28
2007-10,0.0,252.75,280.0,459.0,620.0,147.94,1.49,17.59
2007-11,148.0,360.5,494.0,571.0,619.0,193.09,1.95,23.22
2007-12,0.0,292.75,477.5,567.0,629.0,174.16,1.76,21.97
2008-01,0.0,223.0,303.0,531.25,627.0,161.59,1.63,19.31
2008-02,0.0,281.75,389.5,497.0,609.0,157.33,1.59,19.57
2008-03,0.0,254.75,422.5,563.25,620.0,164.65,1.66,20.3
2008-04,0.0,262.0,333.0,494.25,618.0,170.56,1.72,20.74
2008-05,0.0,165.75,300.0,517.5,619.0,137.38,1.39,17.05
2008-06,0.0,177.0,386.5,574.25,620.0,142.08,1.43,17.74
2008-07,152.0,353.0,526.0,600.25,619.0,193.76,1.96,24.77
2008-08,0.0,347.0,507.0,592.0,620.0,202.13,2.04,26.02
2008-09,0.0,379.5,501.0,586.5,619.0,174.61,1.76,22.32
2008-10,0.0,0.0,313.5,539.25,619.0,115.56,1.17,14.79
2008-11,0.0,273.0,338.0,522.0,621.0,136.02,1.37,17.37
2008-12,0.0,297.0,454.5,536.25,605.0,156.41,1.58,20.18
2009-01,0.0,363.0,502.0,579.0,619.0,184.81,1.87,23.75
2009-02,148.0,466.0,534.0,595.0,619.0,208.58,2.11,26.43
2009-03,0.0,417.75,525.0,593.25,619.0,233.5,2.36,29.28
2009-04,0.0,413.75,508.0,592.0,619.0,209.7,2.12,26.63
2009-05,0.0,286.75,431.5,535.5,621.0,166.3,1.68,21.81
2009-06,0.0,357.0,464.0,577.75,619.0,189.91,1.91,24.37
2009-07,148.0,349.0,490.0,594.25,617.0,208.09,2.1,26.78
2009-08,158.0,355.0,459.0,594.25,619.0,207.75,2.1,26.5
2009-09,0.0,343.0,460.0,572.25,615.0,198.14,2.0,25.57
2009-10,0.0,0.0,0.0,173.0,505.0,32.84,0.33,4.44
2009-11,0.0,272.0,375.5,507.0,616.0,164.42,1.66,21.83
2009-12,163.0,315.75,460.0,546.0,616.0,186.0,1.87,23.28
2010-01,0.0,301.0,403.0,521.0,619.0,174.01,1.75,21.81
2010-02,162.0,325.0,445.0,527.75,615.0,183.9,1.85,22.18
2010-03,0.0,277.0,365.5,504.25,614.0,158.46,1.6,19.6
2010-04,0.0,332.0,474.0,569.25,619.0,191.23,1.93,23.04
2010-05,0.0,207.5,330.5,454.25,619.0,141.39,1.42,17.3
2010-06,0.0,173.0,311.5,510.25,618.0,142.19,1.43,17.58
2010-07,0.0,233.75,387.5,551.0,611.0,163.31,1.64,19.95
2010-08,0.0,194.75,360.5,537.0,607.0,151.39,1.53,18.77
2010-09,0.0,150.0,263.0,422.5,613.0,116.03,1.17,15.14
2010-10,0.0,0.0,178.0,257.0,617.0,65.89,0.67,8.22
2010-11,0.0,281.0,351.0,457.25,620.0,155.88,1.57,18.97
2010-12,0.0,203.75,303.0,483.0,618.0,148.16,1.49,17.98
2011-01,0.0,277.0,321.0,445.25,616.0,148.86,1.5,18.1
